Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;Smiles;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Assay Parameters;Assay Variant Accession;Assay Variant Mutation;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID;Properties
CHEMBL3929814;;0;419.39;0;0.68;BDBM240263;O=C(Nc1nc2ccc(F)cc2s1)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1O[C@@H]1C(=O)O;IC50;'=''';535;nM;6.27;;419116;UO_0000065;14.95;0.3;5.59;4.19;0;CHEMBL3888843;Inhibition FRET Assay: The Calbiochem InnoZyme activity kit was used for measuring the inhibition effect inhibitors on human erythrocyte calpain 1 activity. A calpain FRET substrate, (DABCYL)-TPLKSPPPSPR-(EDANS) (SEQ ID NO: 9), was used to detect the activity of Cal1. 20 μM of the FRET substrate, 10 nM of native Cal1, and 20 μM TCEP (reducing agent) were added to the reaction mixture containing assay buffer (Tris [10 mM], NaCl [100 mM], pH 7.4). Cal1 was activated by the addition of 10 μM calcium. Cleavage of the scissile bond amide bond, K-S, releases the fluorophore (EDANS) from the internal quenching molecule (DABCYL), resulting in an increase in fluorescence measured at 320 nm excitation and 480 nm emission wave lengths for 30 min. Each inhibitor was added to the reaction mixture at varying concentrations (10 nM, 100 nM, 1 μM, and 10 μM) to detect inhibition of Cal1 and reduction in fluorescence was measured by 96 well-plate reader.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3886857;37;BindingDB Database;;2016;None;
CHEMBL2408899;;0;460.45;0;0.06;BDBM50437948;O=C(NCc1cn(-c2ccc(F)cc2)nn1)[C@H](Cc1cscn1)NC(=O)[C@H]1O[C@@H]1C(=O)O;IC50;'=''';125;nM;6.9;;419121;UO_0000065;14.99;0.29;6.84;4.55;0;CHEMBL3888843;Inhibition FRET Assay: The Calbiochem InnoZyme activity kit was used for measuring the inhibition effect inhibitors on human erythrocyte calpain 1 activity. A calpain FRET substrate, (DABCYL)-TPLKSPPPSPR-(EDANS) (SEQ ID NO: 9), was used to detect the activity of Cal1. 20 μM of the FRET substrate, 10 nM of native Cal1, and 20 μM TCEP (reducing agent) were added to the reaction mixture containing assay buffer (Tris [10 mM], NaCl [100 mM], pH 7.4). Cal1 was activated by the addition of 10 μM calcium. Cleavage of the scissile bond amide bond, K-S, releases the fluorophore (EDANS) from the internal quenching molecule (DABCYL), resulting in an increase in fluorescence measured at 320 nm excitation and 480 nm emission wave lengths for 30 min. Each inhibitor was added to the reaction mixture at varying concentrations (10 nM, 100 nM, 1 μM, and 10 μM) to detect inhibition of Cal1 and reduction in fluorescence was measured by 96 well-plate reader.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3886857;37;BindingDB Database;;2016;None;
CHEMBL195728;;0;378.38;0;1.5;2;Cc1c(C(=O)N[C@@H](Cc2ccccc2)C(=O)C(N)=O)oc2ccccc2c1=O;IC50;'=''';40;nM;7.4;;;UO_0000065;19.55;0.36;5.9;6.19;0;CHEMBL1013486;Inhibition of human erythrocytes mu-calpain;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1154513;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2009;None;
CHEMBL464965;;0;532.59;1;3.29;4i-3;COc1ccc(CNC(=O)C(=O)[C@H](Cc2ccccc2)NC(=O)CCC(=O)c2cc(OC)ccc2OC)cc1;IC50;'=''';2350;nM;5.63;;;UO_0000065;10.57;0.2;2.34;4.69;0;CHEMBL1013486;Inhibition of human erythrocytes mu-calpain;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1154513;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2009;None;
CHEMBL23453;;0;396.42;0;1.52;5;COC(=O)CC(NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)CF;IC50;'=''';120;nM;6.92;;;UO_0000065;17.46;0.34;5.4;6.25;0;CHEMBL884254;Compound was evaluated for its inhibitory activity against the Calpain-1 enzyme;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1147604;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2004;None;
CHEMBL402385;;0;419.48;0;2.27;3d;Cc1c(C(=O)N[C@@H](Cc2ccccc2)C(=O)C(=O)NC(C)C)[nH]c2ccccc2c1=O;IC50;'>''';50000;nM;;;;UO_0000065;;;;;0;CHEMBL928702;Inhibition of human mu-calpain;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1140783;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2008;None;
CHEMBL253112;;0;527.58;1;3.08;3g;COc1ccc(CNC(=O)C(=O)[C@H](Cc2ccccc2)NC(=O)c2[nH]c3ccccc3c(=O)c2C)cc1OC;IC50;'=''';1780;nM;5.75;;;UO_0000065;10.9;0.2;2.67;4.54;0;CHEMBL928702;Inhibition of human mu-calpain;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1140783;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2008;None;
CHEMBL8757;;0;702.78;1;1.31;11j;CCN1C(C(=O)N[C@@H](Cc2ccccc2)C(=O)C(=O)NCCCNS(=O)(=O)c2ccc(F)cc2)Cc2cc3c(cc2S1(=O)=O)OCCO3;IC50;'=''';50;nM;7.3;;;UO_0000065;10.39;0.21;5.99;4.12;0;CHEMBL654079;In vitro inhibitory activity against recombinant human calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1146668;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2004;None;
CHEMBL276726;;0;729.79;2;1.08;11f;CCN1C(C(=O)N[C@@H](Cc2ccccc2)C(=O)C(=O)NCCCNS(=O)(=O)c2ccc([N+](=O)[O-])cc2)Cc2cc3c(cc2S1(=O)=O)OCCO3;IC50;'=''';3600;nM;5.44;;;UO_0000065;7.46;0.15;4.36;2.47;0;CHEMBL656844;In vitro inhibitory activity against human calpain 1 in Molt-4 cells (intact human T-cell leukemia cell line);B;BAO_0000219;cell-based format;None;None;None;MOLT-4;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1146668;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2004;CHEMBL3307557;
CHEMBL151333;;0;362.47;0;3.06;Z-Leu-t-BuGly-H;CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](C=O)C(C)(C)C;IC50;'=''';35;nM;7.46;;;UO_0000065;20.57;0.39;4.4;8.82;0;CHEMBL656195;Inhibitory activity evaluated against recombinant human calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1130294;1;Scientific Literature;Bioorg. Med. Chem. Lett.;1997;None;
CHEMBL88895;;0;380.49;0;1.13;24;CS(=O)(=O)N[C@H](Cc1cccs1)C(=O)N[C@H](C=O)Cc1ccccc1;IC50;'=''';300;nM;6.52;;;UO_0000065;17.14;0.36;5.39;7.06;0;CHEMBL658526;Inhibition of intracellular Calpain-I receptor using intact cell assay system;B;BAO_0000219;cell-based format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1131026;1;Scientific Literature;J. Med. Chem.;1998;None;
CHEMBL63494;;0;421.33;0;1.39;1c;CC(C)CCNC(=O)[C@H](CC(C)C)NC(=O)[C@H]1O[C@@H]1C(=O)OCCBr;IC50;'=''';1000;nM;6;;;UO_0000065;14.24;0.33;4.61;6.18;0;CHEMBL659382;The ability of compound to inhibit calpain in a preparation of lysed platelets was measured with a caseinolytic assay(assay 1);B;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1126246;1;Scientific Literature;J. Med. Chem.;1992;None;
CHEMBL418150;;0;608.7;1;-0.64;11a;CCN1C(C(=O)N[C@@H](Cc2ccccc2)C(=O)C(=O)NCCNS(C)(=O)=O)Cc2cc3c(cc2S1(=O)=O)OCCO3;IC50;'=''';89;nM;7.05;;;UO_0000065;11.58;0.23;7.69;3.98;0;CHEMBL654079;In vitro inhibitory activity against recombinant human calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1146668;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2004;None;
CHEMBL8104;;0;715.76;2;0.69;11e;CCN1C(C(=O)N[C@@H](Cc2ccccc2)C(=O)C(=O)NCCNS(=O)(=O)c2ccc([N+](=O)[O-])cc2)Cc2cc3c(cc2S1(=O)=O)OCCO3;IC50;'=''';4200;nM;5.38;;;UO_0000065;7.51;0.15;4.69;2.44;0;CHEMBL656844;In vitro inhibitory activity against human calpain 1 in Molt-4 cells (intact human T-cell leukemia cell line);B;BAO_0000219;cell-based format;None;None;None;MOLT-4;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1146668;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2004;CHEMBL3307557;
CHEMBL167224;;0;422.93;0;2.57;13;CC(C)[C@H](NS(=O)(=O)c1ccc(Cl)cc1)C(=O)N[C@@H](C=O)Cc1ccccc1;IC50;'=''';14;nM;7.85;;;UO_0000065;18.57;0.38;5.28;8.51;0;CHEMBL744609;In vitro inhibition of porcine mu-calpain.;B;BAO_0000357;single protein format;Sus scrofa;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1145779;1;Scientific Literature;J. Med. Chem.;2003;None;
CHEMBL262694;;0;578.65;1;1.4;8q;CCN1C(C(=O)N[C@@H](Cc2ccccc2)C(=O)C(=O)NCc2ccncc2)Cc2cc3c(cc2S1(=O)=O)OCCO3;IC50;'=''';240;nM;6.62;;;UO_0000065;11.44;0.22;5.22;4.6;0;CHEMBL654079;In vitro inhibitory activity against recombinant human calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1146668;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2004;None;
CHEMBL146;BUTYLATED HYDROXYTOLUENE;2;220.36;0;4.3;BHT;Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1;IC50;;;nM;;;Not Active;UO_0000065;;;;;0;CHEMBL659381;Inhibitory activity against on calpain in C6 glial cells; Not active;F;BAO_0000219;cell-based format;Rattus norvegicus;None;None;C6;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1146815;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2004;CHEMBL3308345
CHEMBL441262;;0;511.62;1;3.47;3e;CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)C(=O)NOC(C)(C)C;IC50;'=''';26;nM;7.58;;;UO_0000065;14.83;0.28;4.12;6.18;0;CHEMBL657770;Inhibition of human recombinant Calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1133978;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2001;None;
CHEMBL378215;;0;365.5;0;1.92;18;Cc1ccc(NC(=S)N[C@@H](CC(C)C)C(=O)N[C@H]2CCOC2O)cc1;IC50;'=''';910;nM;6.04;;;UO_0000065;16.53;0.33;4.12;7.31;0;CHEMBL863671;Inhibition of human erythrocyte mu calpain;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1138043;1;Scientific Literature;J. Med. Chem.;2006;None;
CHEMBL513042;;0;426.1;1;5.54;10;CC(=O)c1c(Nc2ccc(Cl)cc2)[nH]c2c(Br)ccc(Cl)c2c1=O;IC50;'=''';9940;nM;5;;;UO_0000065;11.74;0.28;-0.54;8.07;0;CHEMBL1021957;Inhibition of human erythrocytes mu-calpain by fluorometric assay using pep2 as substrate;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1138527;1;Scientific Literature;J. Med. Chem.;2009;None;
CHEMBL459288;;0;442.47;0;1.42;4f-2;COCOc1cc(OC)ccc1C(=O)CCC(=O)N[C@@H](Cc1ccccc1)C(=O)C(N)=O;IC50;'=''';700;nM;6.16;;;UO_0000065;13.91;0.26;4.73;4.59;0;CHEMBL1013486;Inhibition of human erythrocytes mu-calpain;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1154513;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2009;None;
CHEMBL457776;;0;474.51;0;2.67;4h-1;O=C(CCC(=O)c1ccc(O)cc1O)N[C@@H](Cc1ccccc1)C(=O)C(=O)NCc1ccccc1;IC50;'=''';5730;nM;5.24;;;UO_0000065;11.05;0.2;2.57;3.95;0;CHEMBL1013486;Inhibition of human erythrocytes mu-calpain;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1154513;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2009;None;
CHEMBL489535;;0;380.75;0;4.85;19;CC(=O)c1c(Nc2cc(F)c(F)cc2F)[nH]c2c(Cl)ccc(C)c2c1=O;IC50;;;;;;Not Determined;;;;;;0;CHEMBL1021957;Inhibition of human erythrocytes mu-calpain by fluorometric assay using pep2 as substrate;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1138527;1;Scientific Literature;J. Med. Chem.;2009;None;
CHEMBL3960800;;0;462.48;0;1.92;BDBM240262;O=C(Nc1nc(-c2ccc(F)cc2)cs1)[C@H](Cc1cscn1)NC(=O)[C@@H]1O[C@H]1C(=O)O;IC50;'=''';100;nM;7;;419115;UO_0000065;15.14;0.31;5.08;5.23;0;CHEMBL3888843;Inhibition FRET Assay: The Calbiochem InnoZyme activity kit was used for measuring the inhibition effect inhibitors on human erythrocyte calpain 1 activity. A calpain FRET substrate, (DABCYL)-TPLKSPPPSPR-(EDANS) (SEQ ID NO: 9), was used to detect the activity of Cal1. 20 μM of the FRET substrate, 10 nM of native Cal1, and 20 μM TCEP (reducing agent) were added to the reaction mixture containing assay buffer (Tris [10 mM], NaCl [100 mM], pH 7.4). Cal1 was activated by the addition of 10 μM calcium. Cleavage of the scissile bond amide bond, K-S, releases the fluorophore (EDANS) from the internal quenching molecule (DABCYL), resulting in an increase in fluorescence measured at 320 nm excitation and 480 nm emission wave lengths for 30 min. Each inhibitor was added to the reaction mixture at varying concentrations (10 nM, 100 nM, 1 μM, and 10 μM) to detect inhibition of Cal1 and reduction in fluorescence was measured by 96 well-plate reader.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3886857;37;BindingDB Database;;2016;None;
CHEMBL340210;;0;380.79;0;2.63;15;NC(=O)c1cn(-c2ccc(O)cc2Cl)c2cc(-n3cccn3)ccc2c1=O;IC50;'=''';600;nM;6.22;;;UO_0000065;16.34;0.31;3.59;6.03;0;CHEMBL656843;In vitro inhibitory activity against human erythrocyte Calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1153663;1;Scientific Literature;Bioorg. Med. Chem. Lett.;1995;None;
CHEMBL42617;;0;421.58;1;5.17;7b;CC(C)C[C@@H](C=O)NC(=O)[C@@H](CC(=O)C(c1ccccc1)c1ccccc1)CC(C)C;IC50;'=''';50;nM;7.3;;;UO_0000065;17.32;0.32;2.13;11.54;0;CHEMBL654084;Inhibitory activity of compound against recombinant human Calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1151519;1;Scientific Literature;Bioorg. Med. Chem. Lett.;1996;None;
CHEMBL115954;;0;430.48;0;0.93;15l;CN1C(C(=O)N[C@H](C=O)Cc2ccccc2)Cc2cc3c(cc2S1(=O)=O)OCCO3;IC50;'=''';2000;nM;5.7;;;UO_0000065;;;;;0;CHEMBL714770;Inhibitory concentration against MOLT-4 cells (human T-cell leukemia cell line);F;BAO_0000219;cell-based format;None;None;None;MOLT-4;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1134781;1;Scientific Literature;J. Med. Chem.;2001;CHEMBL3307557;
CHEMBL117729;;0;448.97;0;2.84;15i;CC(C)CN1C(C(=O)N[C@H](C=O)Cc2ccccc2)Cc2cc(Cl)ccc2S1(=O)=O;IC50;'=''';200;nM;6.7;;;UO_0000065;14.92;0.3;3.86;8.02;0;CHEMBL877099;Inhibitory activity towards human calpain I;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1134781;1;Scientific Literature;J. Med. Chem.;2001;None;
CHEMBL332683;;0;432.5;0;1.18;15d;COc1cc2c(cc1OC)S(=O)(=O)N(C)C(C(=O)N[C@H](C=O)Cc1ccccc1)C2;IC50;'=''';38;nM;7.42;;;UO_0000065;17.16;0.34;6.24;7.27;0;CHEMBL877099;Inhibitory activity towards human calpain I;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1134781;1;Scientific Literature;J. Med. Chem.;2001;None;
CHEMBL253113;;0;485.52;0;3.2;3h;Cc1c(C(=O)N[C@@H](Cc2ccccc2)C(=O)C(=O)NCc2ccc(F)cc2)[nH]c2ccccc2c1=O;IC50;'=''';5630;nM;5.25;;;UO_0000065;10.81;0.2;2.05;4.85;0;CHEMBL928702;Inhibition of human mu-calpain;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1140783;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2008;None;
CHEMBL253111;;0;467.53;0;3.06;3e;Cc1c(C(=O)N[C@@H](Cc2ccccc2)C(=O)C(=O)NCc2ccccc2)[nH]c2ccccc2c1=O;IC50;'=''';5010;nM;5.3;;;UO_0000065;11.34;0.21;2.24;4.9;0;CHEMBL928702;Inhibition of human mu-calpain;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1140783;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2008;None;
CHEMBL254948;;0;391.43;0;1.49;3b;CNC(=O)C(=O)[C@H](Cc1ccccc1)NC(=O)c1[nH]c2ccccc2c(=O)c1C;IC50;'=''';8620;nM;5.06;;;UO_0000065;12.94;0.24;3.57;4.68;0;CHEMBL928702;Inhibition of human mu-calpain;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1140783;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2008;None;
CHEMBL2408910;;0;344.33;0;-0.07;BDBM240257;O=C(Nc1ccccc1)[C@H](Cc1cnc[nH]1)NC(=O)[C@H]1O[C@@H]1C(=O)O;IC50;'=''';5000;nM;5.3;;419110;UO_0000065;15.4;0.29;5.37;3.88;0;CHEMBL3888843;Inhibition FRET Assay: The Calbiochem InnoZyme activity kit was used for measuring the inhibition effect inhibitors on human erythrocyte calpain 1 activity. A calpain FRET substrate, (DABCYL)-TPLKSPPPSPR-(EDANS) (SEQ ID NO: 9), was used to detect the activity of Cal1. 20 μM of the FRET substrate, 10 nM of native Cal1, and 20 μM TCEP (reducing agent) were added to the reaction mixture containing assay buffer (Tris [10 mM], NaCl [100 mM], pH 7.4). Cal1 was activated by the addition of 10 μM calcium. Cleavage of the scissile bond amide bond, K-S, releases the fluorophore (EDANS) from the internal quenching molecule (DABCYL), resulting in an increase in fluorescence measured at 320 nm excitation and 480 nm emission wave lengths for 30 min. Each inhibitor was added to the reaction mixture at varying concentrations (10 nM, 100 nM, 1 μM, and 10 μM) to detect inhibition of Cal1 and reduction in fluorescence was measured by 96 well-plate reader.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3886857;37;BindingDB Database;;2016;None;
CHEMBL2408898;;0;442.46;0;-0.08;BDBM240267;O=C(NCc1cn(-c2ccccc2)nn1)[C@H](Cc1cscn1)NC(=O)[C@H]1O[C@@H]1C(=O)O;IC50;'=''';1000;nM;6;;419122;UO_0000065;13.56;0.26;6.08;3.96;0;CHEMBL3888843;Inhibition FRET Assay: The Calbiochem InnoZyme activity kit was used for measuring the inhibition effect inhibitors on human erythrocyte calpain 1 activity. A calpain FRET substrate, (DABCYL)-TPLKSPPPSPR-(EDANS) (SEQ ID NO: 9), was used to detect the activity of Cal1. 20 μM of the FRET substrate, 10 nM of native Cal1, and 20 μM TCEP (reducing agent) were added to the reaction mixture containing assay buffer (Tris [10 mM], NaCl [100 mM], pH 7.4). Cal1 was activated by the addition of 10 μM calcium. Cleavage of the scissile bond amide bond, K-S, releases the fluorophore (EDANS) from the internal quenching molecule (DABCYL), resulting in an increase in fluorescence measured at 320 nm excitation and 480 nm emission wave lengths for 30 min. Each inhibitor was added to the reaction mixture at varying concentrations (10 nM, 100 nM, 1 μM, and 10 μM) to detect inhibition of Cal1 and reduction in fluorescence was measured by 96 well-plate reader.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3886857;37;BindingDB Database;;2016;None;
CHEMBL3938487;;0;503.69;1;2.1;BDBM240231;CC(C)C[C@H](NC(=O)C1O[C@@H]1C(=O)O)C(=O)NCCCCNC(=O)CCCCC1CCSS1;IC50;'=''';100;nM;7;;419135;UO_0000065;13.9;0.29;4.9;5.1;0;CHEMBL3888843;Inhibition FRET Assay: The Calbiochem InnoZyme activity kit was used for measuring the inhibition effect inhibitors on human erythrocyte calpain 1 activity. A calpain FRET substrate, (DABCYL)-TPLKSPPPSPR-(EDANS) (SEQ ID NO: 9), was used to detect the activity of Cal1. 20 μM of the FRET substrate, 10 nM of native Cal1, and 20 μM TCEP (reducing agent) were added to the reaction mixture containing assay buffer (Tris [10 mM], NaCl [100 mM], pH 7.4). Cal1 was activated by the addition of 10 μM calcium. Cleavage of the scissile bond amide bond, K-S, releases the fluorophore (EDANS) from the internal quenching molecule (DABCYL), resulting in an increase in fluorescence measured at 320 nm excitation and 480 nm emission wave lengths for 30 min. Each inhibitor was added to the reaction mixture at varying concentrations (10 nM, 100 nM, 1 μM, and 10 μM) to detect inhibition of Cal1 and reduction in fluorescence was measured by 96 well-plate reader.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3886857;37;BindingDB Database;;2016;None;
CHEMBL423112;;0;382.46;0;2.86;15;CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(C=O)Cc1ccccc1;IC50;'=''';11;nM;7.96;;;UO_0000065;20.81;0.39;5.1;9.42;0;CHEMBL656194;Inhibitory activity using recombinant human Calpain 1 with Suc-Leu-Tyr-MNA as substrate.;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1129824;1;Scientific Literature;Bioorg. Med. Chem. Lett.;1997;None;
CHEMBL2371036;;0;334.42;0;2.42;Z-Leu-Abu-H;CC[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1;IC50;'=''';10;nM;8;;;UO_0000065;23.92;0.46;5.58;9.47;0;CHEMBL656195;Inhibitory activity evaluated against recombinant human calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1130294;1;Scientific Literature;Bioorg. Med. Chem. Lett.;1997;None;
CHEMBL348197;;0;270.37;0;1.27;Ac-Leu-Leu-H;CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)CC(C)C;IC50;'=''';130;nM;6.89;;;UO_0000065;25.47;0.49;5.62;9.15;0;CHEMBL656195;Inhibitory activity evaluated against recombinant human calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1130294;1;Scientific Literature;Bioorg. Med. Chem. Lett.;1997;None;
CHEMBL64174;;0;396.41;0;1.55;1e;CC(C)CCNC(=O)[C@H](CC(C)C)NC(=O)[C@H]1O[C@@H]1C(=O)OCC(F)(F)F;IC50;;;nM;;;substantial inhibition by 5-44 uM;UO_0000065;;;;;0;CHEMBL659384;The calpain inhibitory activity(I 50) was measured as ability to enter the platelet and inhibit calpain in the intact cells(assay 3); (+)indicates substantial inhibition by 5-44 uM;B;BAO_0000219;cell-based format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1126246;1;Scientific Literature;J. Med. Chem.;1992;None
CHEMBL63494;;0;421.33;0;1.39;1c;CC(C)CCNC(=O)[C@H](CC(C)C)NC(=O)[C@H]1O[C@@H]1C(=O)OCCBr;IC50;;;nM;;;substantial inhibition by 5-44 uM;UO_0000065;;;;;0;CHEMBL659384;The calpain inhibitory activity(I 50) was measured as ability to enter the platelet and inhibit calpain in the intact cells(assay 3); (+)indicates substantial inhibition by 5-44 uM;B;BAO_0000219;cell-based format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1126246;1;Scientific Literature;J. Med. Chem.;1992;None
CHEMBL378465;;0;381.5;0;1.62;13;COc1ccc(NC(=S)N[C@@H](CC(C)C)C(=O)N[C@H]2CCOC2O)cc1;IC50;'=''';220;nM;6.66;;;UO_0000065;17.45;0.35;5.04;7.25;0;CHEMBL863671;Inhibition of human erythrocyte mu calpain;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1138043;1;Scientific Literature;J. Med. Chem.;2006;None;
